IDventa,Numero de Ticket,Nombre cliente,IDVendedor
695,1694,Victoriano Benitez,9
696,1695,Amancio del Sales,4
697,1696,Osvaldo Piñol Álvaro,2
698,1697,Casandra Olmedo-Baeza,6
699,1698,Teobaldo Porras,1
700,1699,Marciano Acevedo Pelayo,8
701,1700,Valentina de Dueñas,8
702,1701,Ruy Múgica Baena,9
703,1702,Jenaro Gámez,3
704,1703,Regina Feliu,9
705,1704,Poncio Alvarez-Landa,10
706,1705,Daniel Urbano Llabrés Uría,10
707,1706,Bernarda de Flores,10
708,1707,Fausto Lerma Acero,5
709,1708,Encarnación de Nieto,4
710,1709,Prudencia Bertrán Conde,3
711,1710,Isidoro Mate-Palma,7
712,1711,Amor Pareja,2
713,1712,Angelino del Villalonga,6
714,1713,Aarón Martin Acosta Beltran,6
715,1714,Cleto Cadenas,8
716,1715,Rosenda Cabeza Rincón,4
717,1716,Jenny Sosa Santana,6
718,1717,Juan Manuel Piña,3
719,1718,Alcides Martin-Alemán,5
720,1719,Santos Pareja Julián,2
721,1720,Jordana Miguel-Beltrán,5
722,1721,Teobaldo Arnau,2
723,1722,Pepito Roldán Vilalta Salmerón,9
724,1723,Clemente Acedo,6
725,1724,Emma Ferrández-Palacios,9
726,1725,Eufemia Mayoral-Mora,7
727,1726,Pascuala Alcázar Bernad,2
728,1727,Loreto Agudo,4
729,1728,Esperanza del Ochoa,4
730,1729,Aurelia de Machado,5
731,1730,Jerónimo Duarte Abril,1
732,1731,Coral Pallarès Quevedo,3
733,1732,Ruth Ortiz,8
734,1733,Saturnino Vinicio Martin Pintor,9
735,1734,Gonzalo Zorrilla Morales,7
736,1735,Nacio de Barba,8
737,1736,Ceferino Jordán Osuna Laguna,4
738,1737,Fabio Boada Duran,10
739,1738,Nacho Querol Prats,7
740,1739,Miguel Feijoo Gil,2
741,1740,Valero Valderrama Ribera,7
742,1741,Omar del Gallardo,5
743,1742,Remedios Páez Ángel,4
744,1743,Remedios Briones Porta,9
745,1744,Abril Larrea Clemente,10
746,1745,Gervasio Ruiz González,8
747,1746,Trinidad Pi Aragón,8
748,1747,Pancho Pla Vega,7
749,1748,Rafael de Bernal,6
750,1749,María Jesús Palomino Montoya,1
751,1750,Delia Zabala Juliá,2
752,1751,Joaquín Eleuterio Baró Corominas,1
753,1752,Severiano del Luque,5
754,1753,Juan Bautista Barroso Bejarano,1
755,1754,Dolores Morante-Carbonell,4
756,1755,Lope Páez,6
757,1756,Alexandra Neira Llano,2
758,1757,Leonardo Tena Cañete,9
759,1758,Teo Gomis Franco,8
760,1759,Araceli Encarnación Roldan Riba,4
761,1760,Adora Pino Piña,8
762,1761,Noé Geraldo Mascaró Millán,9
763,1762,Cristina de Rocha,8
764,1763,Melania del Garzón,10
765,1764,Jorge Mendoza-Álvaro,9
766,1765,Calista de Iñiguez,7
767,1766,Máximo Díez Cantón,9
768,1767,Faustino Xavier Alarcón Font,8
769,1768,Maximino Antúnez-Pavón,8
770,1769,Mohamed Jaén Ribas,1
771,1770,Fortunato Abascal Gabaldón,2
772,1771,Adrián Gallardo Carbó,7
773,1772,Fabio Chus Ramis Canet,7
774,1773,Gisela Cortes Peral,2
775,1774,Sergio de Mariscal,3
776,1775,Evaristo Escribano,6
777,1776,Fabiola Morell Pino,8
778,1777,Bienvenida Luís Vázquez,8
779,1778,Antonio Pánfilo Verdú Quevedo,10
780,1779,Azeneth Riera Arrieta,5
781,1780,Macario Sanmiguel Navas,1
782,1781,Luciana Álamo Lara,8
783,1782,Joan Pou Gras,1
784,1783,Socorro Leandra Perales Pacheco,5
785,1784,Valerio Vara Esteban,4
786,1785,Alondra Salas Villa,2
787,1786,Rodrigo Toledo-Lillo,1
788,1787,Yéssica Yuste,5
789,1788,Azucena Mascaró Durán,2
790,1789,Pelayo Prudencio Araujo Francisco,7
791,1790,Cándida del Castrillo,7
792,1791,Che Plácido Miguel Bejarano,9
793,1792,Maximino Adadia Escolano,6
794,1793,Marta Patiño Moreno,8
795,1794,Clementina Lourdes Gomis Cuervo,2
796,1795,Pilar Robledo Llopis,5
797,1796,Angelina Roura Ordóñez,5
798,1797,Olegario Ferrando Bravo,3
799,1798,Modesta Boada Castrillo,2
800,1799,Ernesto Diez Enríquez,4
801,1800,Gustavo Belmonte Costa,9
802,1801,Ruben Fabra Vilalta,2
803,1802,Maricruz Corral Escribano,8
804,1803,Gertrudis Sacristán Álvarez,5
805,1804,Graciana Núñez Moreno,2
806,1805,Pancho Atilio Peñas Oliveras,1
807,1806,Nico Coll Huerta,3
808,1807,Celso Garriga Agustí,8
809,1808,Fidela Escobar Camacho,10
810,1809,Úrsula Palacios Gallart,8
811,1810,Toño Lobo Ferrer,10
812,1811,Joaquín Pinto Piquer,10
813,1812,Juan Francisco Lastra Sánchez,1
814,1813,Nando Camilo Machado Rodrigo,4
815,1814,Hugo Cañete Mendoza,6
816,1815,Albano de Bustamante,7
817,1816,Amor Jurado Cáceres,1
818,1817,Eugenio Elías Haro,3
819,1818,Ascensión Juanita Torrens Bermudez,10
820,1819,Calixta Luís Vizcaíno,1
821,1820,Jacobo Moya-Monreal,10
822,1821,Isabel Barral,4
823,1822,Reyna Suarez Olivera,2
824,1823,Purificación Bejarano Herrero,8
825,1824,Julia del Rosell,5
826,1825,Leonel Prada Leal,9
827,1826,Elías Amaya Escalona,7
828,1827,Chuy Viana Blasco,4
829,1828,Eric Amores Mate,1
830,1829,Fausto Gascón Balaguer,1
831,1830,Cándida Ropero Carlos,6
832,1831,Santos de Sebastián,3
833,1832,Luis Toledo Agudo,3
834,1833,Faustino Escrivá,3
835,1834,Eliana Escobar Casals,6
836,1835,Ascensión del Tomé,6
837,1836,Josep Neira Pujol,5
838,1837,Herminia Gargallo Sobrino,10
839,1838,Paco Segovia Amat,8
840,1839,Lalo Donoso Castrillo,8
841,1840,Bartolomé Berrocal Niño,4
842,1841,Jessica Sanabria Pont,6
843,1842,Angelino Cesar Martí Ojeda,8
844,1843,Loida Cruz-Rosales,2
845,1844,Anita Barba Bauzà,3
846,1845,Otilia Vázquez Aliaga,8
847,1846,Yaiza Saavedra Mur,9
848,1847,Samuel Morales Casal,4
849,1848,Lupe del Montaña,1
850,1849,Ángeles Roig-Manuel,1
851,1850,Sabina Benavente Doménech,10
852,1851,Herberto de Padilla,1
853,1852,Eusebia Baró Bermúdez,6
854,1853,Consuelo Tello León,4
855,1854,Marciano Armengol Mármol,5
856,1855,Milagros Plana,2
857,1856,Rocío Rosselló Domingo,5
858,1857,Ruy Jordán Pedrosa,5
859,1858,Guiomar Frutos Infante,7
860,1859,Esperanza Pulido Fortuny,6
861,1860,Emma Luque Bernat,4
862,1861,Teófila Roldán-Pou,4
863,1862,Nicodemo Chus Vallés Alvarado,7
864,1863,Gerardo Zamora Grande,3
865,1864,Coral Recio,10
866,1865,Pancho Mariscal,1
867,1866,Lorena Daza,3
868,1867,Albert Céspedes Ros,6
869,1868,Gertrudis Mayo Campo,9
870,1869,Carmela Sedano Menéndez,7
871,1870,Vasco del Colomer,9
872,1871,Alma Casado Tur,3
873,1872,Damián Rosado,7
874,1873,Cruz Camacho-Chaves,10
875,1874,Adora Marisol Bárcena Iglesias,9
876,1875,Carlos Barba Peinado,1
877,1876,Isaac Menéndez Godoy,2
878,1877,Baltasar Porcel Jara,8
879,1878,Bautista Rogelio Durán Grau,1
880,1879,Feliciano Novoa Palma,8
881,1880,Fabricio Manuel Lumbreras,7
882,1881,Adelia Durán Amaya,6
883,1882,Otilia Arrieta Castell,9
884,1883,Samuel Escudero Fajardo,8
885,1884,Andrea Lago Lasa,9
886,1885,Alondra Castilla Pulido,8
887,1886,Buenaventura Marín Vélez,3
888,1887,Nazario Iniesta Sotelo,6
889,1888,Felicidad Salazar Sala,5
890,1889,Remedios Ortiz Narváez,6
891,1890,Celia Coloma-Villalobos,7
892,1891,Tomás Sanmiguel Tena,5
893,1892,Carmela Salgado Aguirre,4
894,1893,Caridad Balaguer Alemany,1
895,1894,Juan Bautista Rico,8
896,1895,Berta Carina Pol Nogueira,1
897,1896,Haroldo Jonatan Arce Castellanos,7
898,1897,Isidoro Sala Valencia,8
899,1898,Manu Ricart Guillen,1
900,1899,Pablo Piñol Ibarra,8
901,1900,Amarilis Sedano Aramburu,4
902,1901,Quique Anaya Solano,2
903,1902,Marta Lobato,1
904,1903,Eladio Carro Casas,8
905,1904,Vicenta del Rovira,1
906,1905,Laura Aroca Bas,4
907,1906,Corona Cueto Dominguez,6
908,1907,Chus Ochoa Goicoechea,7
909,1908,Urbano Osuna-Sáez,7
910,1909,Rosalía Calleja Echeverría,2
911,1910,Santiago Sans Goñi,7
912,1911,Úrsula Roselló-Galan,3
913,1912,Aurora Barriga Céspedes,9
914,1913,Marcelino Ribas Lladó,5
915,1914,Clarisa Álamo Pujol,4
916,1915,Pedro de Coca,10
917,1916,Venceslás del Toro,6
918,1917,Nieves Luna,9
919,1918,Esmeralda Inmaculada Valderrama Agudo,2
920,1919,Nadia Bernad-Morán,1
921,1920,Vicente Atienza-Albero,2
922,1921,Abilio Jove Sebastián,4
923,1922,Aitor Andrés Felipe Isern Lumbreras,9
924,1923,Begoña Duque,3
925,1924,Ricarda Lourdes Bermúdez Iglesias,7
926,1925,Eli Dalila Ramis Valera,7
927,1926,Macario Vallés Amores,6
928,1927,Leyre Bermejo Cruz,6
929,1928,Judith Estevez,9
930,1929,Ema Carmona Guijarro,3
931,1930,Néstor del Arana,1
932,1931,Reyna Colomer Hoz,6
933,1932,Ana Belén Vera Falcón,6
934,1933,Esther Belén Ortiz Palma,10
935,1934,Joaquina Cadenas Ordóñez,3
936,1935,Esmeralda Cervera Páez,3
937,1936,Felix Franch Porta,1
938,1937,Pilar Donaire Murillo,10
939,1938,Rico Ocaña Bello,1
940,1939,Salud Sastre Tirado,5
941,1940,Marciano Gustavo Salmerón Santiago,8
942,1941,Hugo Pareja Pineda,2
943,1942,Eligia Romero Alvarez,8
944,1943,Genoveva Canals,6
945,1944,Salud Tenorio Fajardo,5
946,1945,Lucio Aragón Cerdán,8
947,1946,Geraldo Amor Gibert,2
948,1947,Matilde Arnaiz-Moles,4
949,1948,Salud Villalonga Alvarado,10
950,1949,Felipe Amo,3
951,1950,Julio Camacho Nuñez,2
952,1951,Vicenta Matas,5
953,1952,Humberto Ribes Morán,7
954,1953,Cosme Badía Saldaña,2
955,1954,Inocencio Neira Esteve,10
956,1955,Rosalva Gelabert Almazán,3
957,1956,Ruben de Llanos,8
958,1957,Ágata Cortes Querol,1
959,1958,Elena Tamarit,1
960,1959,Marcos Lastra Quevedo,2
961,1960,Cesar de Royo,1
962,1961,Anselma Lara Pujol Gárate,2
963,1962,Isabela Giménez Bárcena,8
964,1963,Inocencio Tormo Tenorio,9
965,1964,Amada de Palomo,2
966,1965,Elías Ángel Gargallo,2
967,1966,Fortunato Silvio Bayón Somoza,5
968,1967,Esther Cortes Mora,7
969,1968,Miriam de Pérez,2
970,1969,Griselda de Becerra,8
971,1970,Juan Pablo Gutiérrez Valencia,4
972,1971,Régulo Machado Pombo,10
973,1972,Bernardo Saura Ledesma,1
974,1973,Marita Melero,5
975,1974,Gonzalo Ródenas,6
976,1975,Carlos Ordóñez,7
977,1976,Crescencia del Agustín,8
978,1977,Lupe Tomé Fernandez,5
979,1978,Clotilde Alfaro Suárez,7
980,1979,Plácido Pol Atienza,3
981,1980,Lorenzo Vendrell Alfonso,10
982,1981,Anita Alfonso Barba,1
983,1982,Teo Gerardo Miguel Correa,10
984,1983,Julieta Galiano Criado,7
985,1984,Clarisa Losa Losada,8
986,1985,Iker Fortuny Soria,3
987,1986,Yago Cuadrado Fiol,3
988,1987,Maximiano Estévez Albero,3
989,1988,Clarisa Sedano Cortina,2
990,1989,Prudencio Bejarano,10
991,1990,Miguel Claudio Pedro Capdevila,1
992,1991,Ramona Gascón Valle,5
993,1992,Marino Juan Antonio Gimeno Tolosa,6
994,1993,Gabriel Cristian Orozco Talavera,9
995,1994,Manolo del Salvà,10
996,1995,Moreno Vicente Tapia,9
997,1996,Herminio Cervantes Solana,7
998,1997,Anna Huguet Tejero,3
999,1998,Román Daza Sacristán,9
1000,1999,Eligio Cámara Tovar,3
1001,2000,Gastón Linares Baños,7
1002,2001,Elisabet del Medina,7
1003,2002,Guadalupe Antón Lloret,5
1004,2003,Ester Romeu Martínez,6
1005,2004,Jeremías Herrero Donaire,8
1006,2005,Demetrio Herrero Plaza,7
1007,2006,Gil Vera Pineda,8
1008,2007,Águeda Solís Figueras,3
1009,2008,Angelina Mora Moll,1
1010,2009,Baldomero Castelló Zamora,1
1011,2010,Luna Cabrero Piña,6
1012,2011,Valentín Antúnez Páez,2
1013,2012,Marisol Agullo Pulido,9
1014,2013,Julio Arenas Doménech,6
1015,2014,Tito de Álvarez,6
1016,2015,Adriana Sales Cepeda,10
1017,2016,Ceferino Pineda Fuente,9
1018,2017,Édgar González Ayala,9
1019,2018,Iván Espada Company,8
1020,2019,Darío Cornejo Amador,9
1021,2020,Marcelino de Jordán,9
1022,2021,Lilia Santiago Andres,4
1023,2022,Rómulo Alegria Amador,6
1024,2023,Nuria Vila Bou,1
1025,2024,Carla Olivé Cuéllar,10
1026,2025,Emma de Cabo,3
1027,2026,Viviana Bayo-Diego,10
1028,2027,Clementina Amador Royo,6
1029,2028,Tristán Godofredo Gil Guardiola,10
1030,2029,Alba Folch Canet,2
1031,2030,Jacobo de Palacio,9
1032,2031,Rubén Robles Gallo,3
1033,2032,Iris Solsona Robles,4
1034,2033,Lidia Saavedra Querol,9
1035,2034,María Boada Mascaró,9
1036,2035,Heraclio Iglesias Izquierdo,9
1037,2036,Juan Bautista Maestre Sáenz,8
1038,2037,Amando Reig Medina,7
1039,2038,Osvaldo de Menéndez,7
1040,2039,Salomé Montalbán Fabra,6
1041,2040,Jordán Carreras Bustamante,10
1042,2041,Lucía Infante Carvajal,9
1043,2042,Rodrigo Núñez Martí,5
1044,2043,Bárbara Franch Fajardo,10
1045,2044,Leire Real Torrecilla,9
1046,2045,Baudelio Saez Matas,1
1047,2046,Amaro Molina Alberola,4
1048,2047,Faustino Gascón Tormo,7
1049,2048,Juan Francisco Alberto-Cano,7
1050,2049,Chus Rebollo Llorente,9
1051,2050,Marisela Aranda Cuervo,5
1052,2051,Anna Calvo Alvarado,6
1053,2052,Fátima Talavera Gascón,3
1054,2053,Ximena Benet Martínez,1
1055,2054,Julie del Morell,1
1056,2055,Renata Bellido Arnaiz,1
1057,2056,Quirino del Cuadrado,6
1058,2057,Rolando Ballester Tomás,5
1059,2058,Isidora Lobo Villa,9
1060,2059,José Manuel Canet Ródenas,9
1061,2060,Anabel Piñeiro,9
1062,2061,Aurelio Franco Nogués,7
1063,2062,Juan Francisco Duarte Palomares,8
1064,2063,Susanita del Bautista,2
1065,2064,Andrés Guillen Arcos,5
1066,2065,Blanca Mariño Solera,1
1067,2066,Natanael Loreto González Torrents,10
1068,2067,Alba Osuna Mata,2
1069,2068,Modesta Reguera Cortina,5
1070,2069,Cristian Silva Nogués,3
1071,2070,Abel Fulgencio Baños Esparza,1
1072,2071,Chucho Lucas,10
1073,2072,Mohamed Valderrama Sans,7
1074,2073,Fito Fortuny Carbonell,8
1075,2074,Maximiliano Caballero Llano,2
1076,2075,Angélica Cantón-Fuertes,5
1077,2076,Victorino Borrego,1
1078,2077,Martín Naranjo Coll,3
1079,2078,Maximino Cornejo Fernandez,2
1080,2079,Lilia Pardo Sureda,10
1081,2080,Luis Miguel Mas Montserrat,1
1082,2081,Sofía Ballesteros Fuertes,9
1083,2082,Alexandra Pardo-Sureda,7
1084,2083,Galo Lledó,3
1085,2084,Filomena Luna Cuadrado Ariño,7
1086,2085,Noemí Cal Rosado,4
1087,2086,César Granados,3
1088,2087,Esteban Flores Cantero,1
1089,2088,Pepita Álvarez Trujillo,10
1090,2089,Itziar Montero,10
1091,2090,Toni Jerez Torres,5
1092,2091,Azahar Mercader Arana,10
1093,2092,Cayetano del Martorell,1
1094,2093,Moreno Ródenas,4
1095,2094,Javiera Llorens Catalán,9
1096,2095,Rufino Alvarez Otero,3
1097,2096,Curro Eliseo Cobo Infante,3
1098,2097,Eusebia Nogués,1
1099,2098,Toño Enrique Mas Menendez,2
1100,2099,Rufino Murillo,4
1101,2100,Teodora de Ugarte,5
1102,2101,Eva Lerma Flores,8
1103,2102,Olivia Solera-Salinas,8
1104,2103,Máxima Sanmartín,3
1105,2104,Ambrosio Ariel Calzada Velasco,8
1106,2105,Juan Carlos Alcántara Pellicer,7
1107,2106,Isidora Rocamora Conde,4
1108,2107,Gisela de Plaza,2
1109,2108,Edmundo Moraleda-Verdugo,6
1110,2109,Concepción Mármol Roldán,3
1111,2110,Flor Bartolomé Cerro,2
1112,2111,José del Uría,7
1113,2112,Paz Romeu-Infante,2
1114,2113,Godofredo del Santana,9
1115,2114,Miriam Morán Riquelme,1
1116,2115,Salud del Páez,2
1117,2116,Angelino Ayllón Iñiguez,5
1118,2117,Emma Mora Collado,3
1119,2118,Odalys Pla Valcárcel,10
1120,2119,Ema Cañellas,7
1121,2120,Amado Uribe,3
1122,2121,Concha Cobos Macías,10
1123,2122,José Mari Solsona-Becerra,1
1124,2123,Jose Manuel Gabino Viñas Quirós,6
1125,2124,Dolores Milla Atienza,8
1126,2125,Martin Gutiérrez Asenjo,9
1127,2126,Carmina Gimenez,7
1128,2127,Patricia Valverde-Vera,9
1129,2128,Josefina Sobrino Baena,1
1130,2129,Leandra Casanovas Aparicio,9
1131,2130,Cristina Pol,5
1132,2131,Conrado Ribas Uribe,8
1133,2132,Basilio Daniel Macias Sebastián,3
1134,2133,José María Vicente Coca Tapia,6
1135,2134,Victor Manuel Victorino Miranda Alemany,3
1136,2135,Cayetana Vázquez Solé,5
1137,2136,Nacio de Trillo,3
1138,2137,Iker Paredes Larrea,7
1139,2138,Juanito Murcia-Rozas,5
1140,2139,Morena Jerez Parejo,8
1141,2140,Maricruz Morcillo Sans,2
1142,2141,Calixto Vidal Galindo,4
1143,2142,Jaime Gallardo Belda,7
1144,2143,Luís España Manso,4
1145,2144,Nerea Aguilera Sanz,7
1146,2145,Ángeles Pedraza-Jove,7
1147,2146,Paulina Bayona Pinto,7
1148,2147,Cayetana Calzada Falcó,5
1149,2148,Jose Miguel Montoya-Contreras,7
1150,2149,Marcia Barrera Manuel,2
1151,2150,Regina Benavent Bosch,6
1152,2151,Fabricio Barco Báez,9
1153,2152,Ulises Herrera Aroca,10
1154,2153,Seve Lara Gual,8
1155,2154,Leonel Páez Tolosa,9
1156,2155,Dorotea Carreño Viana,2
1157,2156,Rómulo Salgado Cárdenas,4
1158,2157,Raúl Lucho Esteve Boix,2
1159,2158,Pili Font Lerma,10
1160,2159,Gonzalo Bautista Infante,1
1161,2160,Francisco Jose Morales,7
1162,2161,Antonio Bonilla-Páez,3
1163,2162,Carmelita Purificación Casanovas Salcedo,3
1164,2163,Matilde Sanz Navarro,10
1165,2164,Sol Caro Bermejo,7
1166,2165,Paz Mena Herranz,2
1167,2166,Fidela Ibañez-Gimenez,7
1168,2167,Macarena Niño Cabello,5
1169,2168,Priscila Salgado Solera,5
1170,2169,Matías Navas Cabeza,7
1171,2170,Anacleto Bautista Gonzalez Fajardo,8
1172,2171,Manolo Federico Jódar Solsona,8
1173,2172,Pili Torrens-Lledó,4
1174,2173,Anabel Pallarès Riba,9
1175,2174,Amor Coello,10
1176,2175,Efraín Valentín Barceló,10
1177,2176,César Amador Ibáñez,9
1178,2177,Paca Bello Cuadrado,7
1179,2178,Lourdes Barriga Rivera,7
1180,2179,Ciriaco Carnero Aguado,6
1181,2180,Clemente Cortina Calleja,4
1182,2181,Mariano Bastida Jaén,7
1183,2182,Isaura de Sala,10
1184,2183,Porfirio Claudio Mesa Rivera,5
1185,2184,Cristina Jordán Mena,7
1186,2185,Nazaret Melania Lago Lasa,5
1187,2186,Bibiana Vila Guerrero,4
1188,2187,Lorenza Borrás Barbero,7
1189,2188,Rosendo Teruel Marco,3
1190,2189,Eliana Cazorla-Garay,7
1191,2190,Maricruz Gil Santiago,7
1192,2191,Isaías Flores Catalán,2
1193,2192,Ainoa Valls Ramírez,4
1194,2193,Iván Bellido Camacho,4
1195,2194,Édgar Palomar Sáenz,4
1196,2195,Hernando Castañeda,3
1197,2196,Maxi Leopoldo Andreu Solano,3
1198,2197,Pío Llanos González,2
1199,2198,Elena Sandoval Llamas,8
1200,2199,Candelas de Manzano,10
1201,2200,Lucila Paulina Montoya Ribes,1
1202,2201,Gala Castelló Vallejo,7
1203,2202,Virginia Sanabria Rincón,3
1204,2203,Marita Bautista Gomila,10
1205,2204,Aurelio Llobet Sáez,1
1206,2205,Blas Escolano Araujo,6
1207,2206,Nieves Tomas Huerta,3
1208,2207,Candelaria Paula Fuentes Vigil,2
1209,2208,Ainoa Cabello,3
1210,2209,Luisina del Beltrán,3
1211,2210,Lourdes Valderrama Losada,6
1212,2211,Rosa Romero Pi,9
1213,2212,Camilo Estrada Requena,3
1214,2213,Ascensión Martín,7
1215,2214,Marina Rivera-Luz,2
1216,2215,Tania Mateo Vera,6
1217,2216,Gervasio Miguel Ángel Tudela Cardona,3
1218,2217,Raquel del Fabra,1
1219,2218,Lope Querol Ledesma,2
1220,2219,Benjamín Borja Serrano,3
1221,2220,Saturnina Campoy Millán,1
1222,2221,Maximino del Huerta,7
1223,2222,Severo Roig Vazquez,6
1224,2223,Asunción Duarte Vilanova,3
1225,2224,Maite Carbajo,6
1226,2225,Loreto Cisneros Godoy,1
1227,2226,Amanda Morante Sanmartín,4
1228,2227,Margarita Pedrosa Galvez,3
1229,2228,Aarón Enríquez Anaya,1
1230,2229,Rodrigo del Escudero,4
1231,2230,Benigna Vidal Beltran,6
1232,2231,Maricruz Terrón Armengol,7
1233,2232,Aurora Hernández-Pereira,5
1234,2233,Marcial Maza,3
1235,2234,Sancho Apolinar Torrens Huguet,8
1236,2235,Griselda Carnero Cadenas,4
1237,2236,Ruperta Peña,9
1238,2237,Leire Marqués Tenorio,8
1239,2238,Ezequiel Esparza Capdevila,8
1240,2239,Feliciano Acevedo Duran,2
1241,2240,Feliciano del Zurita,6
1242,2241,Íñigo Salvà,10
1243,2242,Nerea Gimeno Prada,4
1244,2243,Bienvenida Narváez Báez,6
1245,2244,Reina Ramírez Huguet,1
1246,2245,Cristian Bravo Casares,3
1247,2246,Gerardo Guijarro,7
1248,2247,Tiburcio Alcolea Márquez,3
1249,2248,René Maza Correa,4
1250,2249,Águeda Sanjuan-Agustí,1
1251,2250,Xavier de Ricart,9
1252,2251,Iker Blanco Aramburu,3
1253,2252,Melchor Leonardo Hernández Echevarría,1
1254,2253,Celso Planas Herrera,10
1255,2254,Plácido Urrutia,1
1256,2255,Jose Manuel Luz Azcona,7
1257,2256,Pilar Gámez Pla,3
1258,2257,Marta de Samper,8
1259,2258,Trini Uría Blanes,5
1260,2259,Laura Suarez Arnaiz,1
1261,2260,Flora Villalonga-Arévalo,5
1262,2261,Nazario Castillo Almeida,3
1263,2262,Faustino Carmelo Bauzà Arnaiz,5
1264,2263,Felipe Conde,2
1265,2264,Raquel Jurado Teruel,5
1266,2265,Calixta Anabel Iriarte Torrecilla,7
1267,2266,Esperanza Peñas Sola,7
1268,2267,Juanita del Osorio,3
1269,2268,Luis Miguel Jordán Isern Elorza,3
1270,2269,Trinidad Escrivá Sabater,6
1271,2270,Andrés Felipe Naranjo Falcó,7
1272,2271,Roque del Barrera,10
1273,2272,Martina Puerta,3
1274,2273,Ariel Machado Palacio,2
1275,2274,Juliana Dorita Quintana Expósito,6
1276,2275,Yéssica Ortega Román,8
1277,2276,Miguel Corral Salas,8
1278,2277,Baldomero Poza Marti,1
1279,2278,Joel Pons Acero,7
1280,2279,Clementina Agudo Moliner,9
1281,2280,Eusebia de Manuel,9
1282,2281,Jimena Canals Villar,9
1283,2282,José del Barrios,7
1284,2283,Celso Benítez Agustí,6
1285,2284,Azahara Acedo Iglesias,7
1286,2285,Merche Domingo,2
1287,2286,Angelita Cabo Parra,9
1288,2287,Yésica Eufemia Zamorano Mariscal,7
1289,2288,Jose Angel Alvarado-Ponce,1
1290,2289,Aitana de Sobrino,1
1291,2290,Azucena Español Pellicer,3
1292,2291,Adelia Durán Rosado,9
1293,2292,Gerardo de Carlos,10
1294,2293,Azahar Araujo,1
1295,2294,José Luis Arévalo Garzón,6
1296,2295,Bárbara Garay Novoa,4
1297,2296,Juliana Quiroga Armengol,6
1298,2297,Faustino Casares Rocha,7
1299,2298,Mario Morante-Rojas,9
1300,2299,Reyes Urrutia Elías,8
1301,2300,Pascuala Vélez Cervera,7
1302,2301,Saturnina Ruano Heras,3
1303,2302,Esther Palau,4
1304,2303,Zaira Palomar Casares,3
1305,2304,Aníbal Rios-Nicolás,7
1306,2305,Tatiana Velázquez Manzano,4
1307,2306,Íngrid Palmer-Navarrete,6
1308,2307,Omar Castro-Donoso,5
1309,2308,Miguela Garcés Prado,2
1310,2309,Adelaida Palacio Aguilera,8
1311,2310,Reina Isa Casals Alvarado,9
1312,2311,Víctor Godoy,8
1313,2312,Martina Cánovas Montesinos,10
1314,2313,Bonifacio Valencia,9
1315,2314,Eduardo Puente Villanueva,9
1316,2315,Delfina Mir Cañas,6
1317,2316,Carina Borja-Huerta,8
1318,2317,Vanesa Roig Sierra,4
1319,2318,Emiliano Riquelme-Martin,6
1320,2319,Omar Lopez Casanovas,1
1321,2320,Lorena Baena Contreras,3
1322,2321,Andrés Felipe Carrión-Aragonés,6
1323,2322,Leandra Cazorla Herrero,9
1324,2323,Máxima Arellano Benavides,9
1325,2324,Gilberto Iriarte Rueda,4
1326,2325,Aura Moya Cuadrado,10
1327,2326,Severino de Vera,2
1328,2327,Delfina Iglesia Requena,7
1329,2328,Clotilde Frías-Comas,2
1330,2329,Sandalio Carranza,8
1331,2330,Florinda Elías Bastida,7
1332,2331,Iris Rosell Álvarez,2
1333,2332,Vanesa Marti Cerdán,6
1334,2333,Felicidad Beltrán Cabrero,10
1335,2334,Bernabé Jordán Martí,7
1336,2335,Dorotea Sevilla Pla,3
1337,2336,Marc Soriano-Espejo,6
1338,2337,Santiago Higueras Tenorio,4
1339,2338,Balduino Cañizares-Olivé,10
1340,2339,Macaria Sosa Carreño,9
1341,2340,Santos Rosado Tirado,8
1342,2341,Bernarda Pastor,9
1343,2342,Eugenio Giner Rosado,6
1344,2343,Graciana Yuste Ricart,7
1345,2344,Isabela Dafne Ávila Bravo,2
1346,2345,Eugenia Sáenz Azorin,5
1347,2346,María Luisa Ariño Almagro,8
1348,2347,Araceli de Morell,9
1349,2348,Nacho de Peiró,6
1350,2349,Azahar Paniagua Pellicer,8
1351,2350,Macario Torrent Tejada,9
1352,2351,Zaida Miralles Galiano,5
1353,2352,Felix Cámara,10
1354,2353,Bonifacio Vizcaíno Puente,4
1355,2354,Olga Eliana Pavón Rosa,9
1356,2355,Obdulia Asensio Olivares,5
1357,2356,Regina Blanco,3
1358,2357,Concha Benavent Carretero,2
1359,2358,Jose Ramón Aragón-Anaya,10
1360,2359,Marciano Molina Ureña,9
1361,2360,Roberto Sanz-Fiol,10
1362,2361,Manu Saura Pereira,4
1363,2362,Isabela Fortuny Correa,9
1364,2363,Angelina Fabra Esteban,8
1365,2364,Etelvina Gallo Dávila,4
1366,2365,Sara del Gutiérrez,7
1367,2366,Manuel Bustamante-Moliner,2
1368,2367,Cintia Chaves Garay,5
1369,2368,Julio César Eduardo Portillo Elorza,1
1370,2369,Jessica Cadenas Saez,3
1371,2370,Valentín Plinio Ramos Trujillo,8
1372,2371,Victor Aroca Montenegro,3
1373,2372,Ángel de Peralta,1
1374,2373,Victor Solera Fuertes,3
1375,2374,Cornelio Maza Amador,9
1376,2375,Bruno Villegas Vilar,5
